"Município";"Pib"
"Várzea Paulista (SP)";"3965839"
"Vera Cruz (SP)";"240193"
"Vinhedo (SP)";"12557909"
"Viradouro (SP)";"443704"
"Vista Alegre do Alto (SP)";"425058"
"Vitória Brasil (SP)";"45179"
"Votorantim (SP)";"3919236"
"Votuporanga (SP)";"3862540"
"Zacarias (SP)";"130189"
"Chavantes (SP)";"266345"
"Estiva Gerbi (SP)";"389432"
"Abatiá (PR)";"221834"
"Adrianópolis (PR)";"368871"
"Agudos do Sul (PR)";"216923"
"Almirante Tamandaré (PR)";"1936374"
"Altamira do Paraná (PR)";"96218"
"Altônia (PR)";"462528"
"Alto Paraná (PR)";"436289"
"Alto Piquiri (PR)";"409225"
"Alvorada do Sul (PR)";"338388"
"Amaporã (PR)";"121128"
"Ampére (PR)";"750402"
"Anahy (PR)";"115054"
"Andirá (PR)";"816548"
"Ângulo (PR)";"154209"
"Antonina (PR)";"700920"
"Antônio Olinto (PR)";"233359"
"Apucarana (PR)";"3874314"
"Arapongas (PR)";"4954206"
"Arapoti (PR)";"1447486"
"Arapuã (PR)";"152158"
"Araruna (PR)";"547385"
"Araucária (PR)";"25267382"
"Ariranha do Ivaí (PR)";"128985"
"Assaí (PR)";"539585"
"Assis Chateaubriand (PR)";"1633334"
"Astorga (PR)";"882969"
"Atalaia (PR)";"177317"
"Balsa Nova (PR)";"926222"
"Bandeirantes (PR)";"1033526"
"Barbosa Ferraz (PR)";"299387"
"Barracão (PR)";"264248"
"Barra do Jacaré (PR)";"150159"
"Bela Vista da Caroba (PR)";"106934"
"Bela Vista do Paraíso (PR)";"523816"
"Bituruna (PR)";"552373"
"Boa Esperança (PR)";"285705"
"Boa Esperança do Iguaçu (PR)";"142618"
"Boa Ventura de São Roque (PR)";"361509"
"Boa Vista da Aparecida (PR)";"185336"
"Bocaiúva do Sul (PR)";"280353"
"Bom Jesus do Sul (PR)";"115683"
"Bom Sucesso (PR)";"157283"
"Bom Sucesso do Sul (PR)";"300070"
"Borrazópolis (PR)";"245692"
"Braganey (PR)";"241541"
"Brasilândia do Sul (PR)";"275962"
"Cafeara (PR)";"114059"
"Cafelândia (PR)";"1949275"
"Cafezal do Sul (PR)";"148995"
"Califórnia (PR)";"253222"
"Cambará (PR)";"819083"
"Cambé (PR)";"5030074"
"Cambira (PR)";"280229"
"Campina da Lagoa (PR)";"578399"
"Campina do Simão (PR)";"150383"
"Campina Grande do Sul (PR)";"2176118"
"Campo Bonito (PR)";"224674"
"Campo do Tenente (PR)";"261285"
"Campo Largo (PR)";"5733422"
"Campo Magro (PR)";"541662"
"Campo Mourão (PR)";"5147486"
"Cândido de Abreu (PR)";"421666"
"Candói (PR)";"850089"
"Cantagalo (PR)";"335966"
"Capanema (PR)";"1106732"
"Capitão Leônidas Marques (PR)";"1255562"
"Carambeí (PR)";"1578894"
"Carlópolis (PR)";"458663"
"Cascavel (PR)";"15787528"
"Castro (PR)";"3631342"
"Catanduvas (PR)";"355970"
"Centenário do Sul (PR)";"438437"
"Cerro Azul (PR)";"405117"
"Céu Azul (PR)";"942787"
"Chopinzinho (PR)";"909328"
"Cianorte (PR)";"3039868"
"Cidade Gaúcha (PR)";"431504"
"Clevelândia (PR)";"838016"
"Colombo (PR)";"5694200"
"Colorado (PR)";"796317"
"Congonhinhas (PR)";"285636"
"Conselheiro Mairinck (PR)";"152437"
"Contenda (PR)";"557615"
"Corbélia (PR)";"1064215"
"Cornélio Procópio (PR)";"1812311"
"Coronel Domingos Soares (PR)";"323739"
"Coronel Vivida (PR)";"887353"
"Corumbataí do Sul (PR)";"87695"
"Cruzeiro do Iguaçu (PR)";"177188"
"Cruzeiro do Oeste (PR)";"859412"
"Cruzeiro do Sul (PR)";"205363"
"Cruz Machado (PR)";"505101"
"Cruzmaltina (PR)";"151175"
"Curitiba (PR)";"98003704"
"Curiúva (PR)";"276053"
"Diamante do Norte (PR)";"298223"
"Diamante do Sul (PR)";"74746"
"Diamante D'Oeste (PR)";"128046"
"Dois Vizinhos (PR)";"2026540"
"Douradina (PR)";"841251"
"Doutor Camargo (PR)";"200380"
"Enéas Marques (PR)";"311338"
"Engenheiro Beltrão (PR)";"566636"
"Esperança Nova (PR)";"65246"
"Entre Rios do Oeste (PR)";"313169"
"Espigão Alto do Iguaçu (PR)";"162826"
"Farol (PR)";"215745"
"Faxinal (PR)";"500157"
"Fazenda Rio Grande (PR)";"3312466"
"Fênix (PR)";"212876"
"Fernandes Pinheiro (PR)";"253856"
"Figueira (PR)";"161509"
"Floraí (PR)";"239271"
"Flor da Serra do Sul (PR)";"182658"
"Floresta (PR)";"271143"
"Florestópolis (PR)";"400311"
"Flórida (PR)";"80584"
"Formosa do Oeste (PR)";"370785"
"Foz do Iguaçu (PR)";"18969765"
"Francisco Alves (PR)";"290560"
"Francisco Beltrão (PR)";"3694721"
"Foz do Jordão (PR)";"184060"
"General Carneiro (PR)";"445500"
"Godoy Moreira (PR)";"72437"
"Goioerê (PR)";"1074430"
"Goioxim (PR)";"309159"
"Grandes Rios (PR)";"172742"
"Guaíra (PR)";"1140009"
"Guairaçá (PR)";"272089"
"Guamiranga (PR)";"295082"
"Guapirama (PR)";"176967"
"Guaporema (PR)";"78150"
"Guaraci (PR)";"223881"
"Guaraniaçu (PR)";"512045"
"Guarapuava (PR)";"8309342"
"Guaraqueçaba (PR)";"118169"
"Guaratuba (PR)";"982249"
"Honório Serpa (PR)";"298563"
"Ibaiti (PR)";"878479"
"Ibema (PR)";"182357"
"Ibiporã (PR)";"3313526"
"Icaraíma (PR)";"247415"
"Iguaraçu (PR)";"212524"
"Iguatu (PR)";"84007"
"Imbaú (PR)";"276180"
"Imbituva (PR)";"1290841"
"Inácio Martins (PR)";"265731"
"Inajá (PR)";"58322"
"Indianópolis (PR)";"507458"
"Ipiranga (PR)";"615220"
"Iporã (PR)";"597094"
"Iracema do Oeste (PR)";"194377"
"Irati (PR)";"2286299"
"Iretama (PR)";"354191"
"Itaguajé (PR)";"121793"
"Itaipulândia (PR)";"524842"
"Itambaracá (PR)";"223636"
"Itambé (PR)";"228349"
"Itapejara d'Oeste (PR)";"753038"
"Itaperuçu (PR)";"626972"
"Itaúna do Sul (PR)";"87760"
"Ivaí (PR)";"497726"
"Ivaiporã (PR)";"947878"
"Ivaté (PR)";"203948"
"Ivatuba (PR)";"143604"
"Jaboti (PR)";"160064"
"Jacarezinho (PR)";"1598109"
"Jaguapitã (PR)";"1049416"
"Jaguariaíva (PR)";"1788929"
"Jandaia do Sul (PR)";"790200"
"Janiópolis (PR)";"241952"
"Japira (PR)";"163432"
"Japurá (PR)";"321196"
"Jardim Alegre (PR)";"374123"
"Jardim Olinda (PR)";"57052"
"Jataizinho (PR)";"282709"
"Jesuítas (PR)";"441993"
"Joaquim Távora (PR)";"679170"
"Jundiaí do Sul (PR)";"128071"
"Juranda (PR)";"440947"
"Jussara (PR)";"405156"
"Kaloré (PR)";"165663"
"Lapa (PR)";"2841274"
"Laranjal (PR)";"113028"
"Laranjeiras do Sul (PR)";"1027784"
"Leópolis (PR)";"227387"
"Lidianópolis (PR)";"125693"
"Lindoeste (PR)";"200888"
"Loanda (PR)";"697990"
"Lobato (PR)";"215579"
"Londrina (PR)";"23604749"
"Luiziana (PR)";"546880"
"Lunardelli (PR)";"142223"
"Lupionópolis (PR)";"131512"
"Mallet (PR)";"758426"
"Mamborê (PR)";"793216"
"Mandaguaçu (PR)";"687776"
"Mandaguari (PR)";"1835782"
"Mandirituba (PR)";"665070"
"Manfrinópolis (PR)";"81482"
"Mangueirinha (PR)";"1773320"
"Manoel Ribas (PR)";"531516"
"Marechal Cândido Rondon (PR)";"2923901"
"Maria Helena (PR)";"134456"
"Marialva (PR)";"2654520"
"Marilândia do Sul (PR)";"466452"
"Marilena (PR)";"174505"
"Mariluz (PR)";"284378"
"Maringá (PR)";"22656733"
"Mariópolis (PR)";"439929"
"Maripá (PR)";"478133"
"Marmeleiro (PR)";"635140"
"Marquinho (PR)";"111465"
"Marumbi (PR)";"103464"
"Matelândia (PR)";"1096411"
"Matinhos (PR)";"892346"
"Mato Rico (PR)";"123201"
"Mauá da Serra (PR)";"373721"
"Medianeira (PR)";"2442131"
"Mercedes (PR)";"278237"
"Mirador (PR)";"126646"
"Miraselva (PR)";"52334"
"Missal (PR)";"466464"
"Moreira Sales (PR)";"306173"
"Morretes (PR)";"389250"
"Munhoz de Melo (PR)";"136941"
"Nossa Senhora das Graças (PR)";"99528"
"Nova Aliança do Ivaí (PR)";"51936"
"Nova América da Colina (PR)";"97609"
"Nova Aurora (PR)";"819786"
"Nova Cantu (PR)";"348106"
"Nova Esperança (PR)";"943235"
"Nova Esperança do Sudoeste (PR)";"164808"
"Nova Fátima (PR)";"314948"
"Nova Laranjeiras (PR)";"308307"
"Nova Londrina (PR)";"442964"
"Nova Olímpia (PR)";"109220"
"Nova Santa Bárbara (PR)";"110755"
"Nova Santa Rosa (PR)";"439769"
"Nova Prata do Iguaçu (PR)";"492530"
"Nova Tebas (PR)";"189809"
"Novo Itacolomi (PR)";"91418"
"Ortigueira (PR)";"2726495"
"Ourizona (PR)";"166707"
"Ouro Verde do Oeste (PR)";"318639"
"Paiçandu (PR)";"1057772"
"Palmas (PR)";"1616606"
"Palmeira (PR)";"1642097"
"Palmital (PR)";"330862"
"Palotina (PR)";"2815892"
"Paraíso do Norte (PR)";"377265"
"Paranacity (PR)";"325544"
"Paranaguá (PR)";"13647352"
"Paranapoema (PR)";"92029"
"Paranavaí (PR)";"3179966"
"Pato Bragado (PR)";"243510"
"Pato Branco (PR)";"4548297"
"Paula Freitas (PR)";"439977"
"Paulo Frontin (PR)";"396743"
"Peabiru (PR)";"454257"
"Perobal (PR)";"281901"
"Pérola (PR)";"359711"
"Pérola d'Oeste (PR)";"237966"
"Piên (PR)";"916954"
"Pinhais (PR)";"7963215"
"Pinhalão (PR)";"251490"
"Pinhal de São Bento (PR)";"80255"
"Pinhão (PR)";"1794837"
"Piraí do Sul (PR)";"1191737"
"Piraquara (PR)";"1544009"
"Pitanga (PR)";"1140848"
"Pitangueiras (PR)";"121855"
"Planaltina do Paraná (PR)";"103927"
"Planalto (PR)";"425350"
"Ponta Grossa (PR)";"19490853"
"Pontal do Paraná (PR)";"653407"
"Porecatu (PR)";"554224"
"Porto Amazonas (PR)";"163145"
"Porto Barreiro (PR)";"170025"
"Porto Rico (PR)";"108627"
"Porto Vitória (PR)";"98750"
"Prado Ferreira (PR)";"170941"
"Pranchita (PR)";"329462"
"Presidente Castelo Branco (PR)";"147413"
"Primeiro de Maio (PR)";"371288"
"Prudentópolis (PR)";"1571806"
"Quarto Centenário (PR)";"363020"
"Quatiguá (PR)";"212134"
"Quatro Barras (PR)";"1941191"
"Quatro Pontes (PR)";"253583"
"Quedas do Iguaçu (PR)";"1466577"
"Querência do Norte (PR)";"263173"
"Quinta do Sol (PR)";"257483"
"Quitandinha (PR)";"509173"
"Ramilândia (PR)";"113787"
"Rancho Alegre (PR)";"185664"
"Rancho Alegre D'Oeste (PR)";"234820"
"Realeza (PR)";"743115"
"Rebouças (PR)";"536464"
"Renascença (PR)";"422539"
"Reserva (PR)";"757420"
"Reserva do Iguaçu (PR)";"260049"
"Ribeirão Claro (PR)";"383725"
"Ribeirão do Pinhal (PR)";"338068"
"Rio Azul (PR)";"729595"
"Rio Bom (PR)";"104373"
"Rio Bonito do Iguaçu (PR)";"441543"
"Rio Branco do Ivaí (PR)";"115567"
"Rio Branco do Sul (PR)";"1375683"
"Rio Negro (PR)";"1298417"
"Rolândia (PR)";"3575090"
"Roncador (PR)";"598117"
"Rondon (PR)";"350084"
"Rosário do Ivaí (PR)";"129882"
"Sabáudia (PR)";"705340"
"Salgado Filho (PR)";"124352"
"Salto do Itararé (PR)";"103668"
"Salto do Lontra (PR)";"529918"
"Santa Amélia (PR)";"100867"
"Santa Cecília do Pavão (PR)";"153522"
"Santa Cruz de Monte Castelo (PR)";"375115"
"Santa Fé (PR)";"319694"
"Santa Helena (PR)";"1465283"
"Santa Inês (PR)";"51495"
"Santa Isabel do Ivaí (PR)";"253141"
"Santa Izabel do Oeste (PR)";"467018"
"Santa Lúcia (PR)";"140120"
"Santa Maria do Oeste (PR)";"267331"
"Santa Mariana (PR)";"493092"
"Santa Mônica (PR)";"91022"
"Santana do Itararé (PR)";"171616"
"Santa Tereza do Oeste (PR)";"582124"
"Santa Terezinha de Itaipu (PR)";"687387"
"Santo Antônio da Platina (PR)";"1505671"
"Santo Antônio do Caiuá (PR)";"54067"
"Santo Antônio do Paraíso (PR)";"105831"
"Santo Antônio do Sudoeste (PR)";"648327"
"Santo Inácio (PR)";"532130"
"São Carlos do Ivaí (PR)";"396044"
"São Jerônimo da Serra (PR)";"322913"
"São João (PR)";"890646"
"São João do Caiuá (PR)";"154606"
"São João do Ivaí (PR)";"361220"
"São João do Triunfo (PR)";"579585"
"São Jorge d'Oeste (PR)";"473364"
"São Jorge do Ivaí (PR)";"401331"
"São Jorge do Patrocínio (PR)";"145387"
"São José da Boa Vista (PR)";"229801"
"São José das Palmeiras (PR)";"99036"
"São José dos Pinhais (PR)";"27009658"
"São Manoel do Paraná (PR)";"62351"
"São Mateus do Sul (PR)";"1516927"
"São Miguel do Iguaçu (PR)";"1470178"
"São Pedro do Iguaçu (PR)";"247170"
"São Pedro do Ivaí (PR)";"370140"
"São Pedro do Paraná (PR)";"90334"
"São Sebastião da Amoreira (PR)";"300170"
"São Tomé (PR)";"163480"
"Sapopema (PR)";"153897"
"Sarandi (PR)";"2072897"
"Saudade do Iguaçu (PR)";"786348"
"Sengés (PR)";"664822"
"Serranópolis do Iguaçu (PR)";"291349"
"Sertaneja (PR)";"416473"
"Sertanópolis (PR)";"690824"
"Siqueira Campos (PR)";"706595"
"Sulina (PR)";"158533"
"Tamarana (PR)";"391610"
"Tamboara (PR)";"126328"
"Tapejara (PR)";"496687"
"Tapira (PR)";"153437"
"Teixeira Soares (PR)";"616427"
"Telêmaco Borba (PR)";"4913583"
"Terra Boa (PR)";"569457"
"Terra Rica (PR)";"376189"
"Terra Roxa (PR)";"893579"
"Tibagi (PR)";"1440119"
"Tijucas do Sul (PR)";"576417"
"Toledo (PR)";"7482485"
"Tomazina (PR)";"324174"
"Três Barras do Paraná (PR)";"435987"
"Tunas do Paraná (PR)";"144145"
"Tuneiras do Oeste (PR)";"233741"
"Tupãssi (PR)";"431452"
"Turvo (PR)";"601652"
"Ubiratã (PR)";"1714000"
"Umuarama (PR)";"4103804"
"União da Vitória (PR)";"1959262"
"Uniflor (PR)";"99889"
"Uraí (PR)";"367868"
"Wenceslau Braz (PR)";"711254"
"Ventania (PR)";"347628"
"Vera Cruz do Oeste (PR)";"341127"
"Verê (PR)";"499747"
"Alto Paraíso (PR)";"113679"
"Doutor Ulysses (PR)";"99222"
"Virmond (PR)";"189741"
"Vitorino (PR)";"498350"
"Xambrê (PR)";"119646"
"Abdon Batista (SC)";"75124"
"Abelardo Luz (SC)";"785840"
"Agrolândia (SC)";"396094"
"Agronômica (SC)";"232870"
"Água Doce (SC)";"651064"
"Águas de Chapecó (SC)";"137688"
"Águas Frias (SC)";"163064"
"Águas Mornas (SC)";"199557"
"Alfredo Wagner (SC)";"336432"
"Alto Bela Vista (SC)";"78990"
"Anchieta (SC)";"203784"
"Angelina (SC)";"174544"
"Anita Garibaldi (SC)";"231485"
"Anitápolis (SC)";"84556"
"Antônio Carlos (SC)";"796471"
"Apiúna (SC)";"442404"
"Arabutã (SC)";"284398"
"Araquari (SC)";"7487636"
"Araranguá (SC)";"2384838"
"Armazém (SC)";"272041"
"Arroio Trinta (SC)";"125939"
"Arvoredo (SC)";"203863"
"Ascurra (SC)";"244941"
"Atalanta (SC)";"125964"
"Aurora (SC)";"406893"
"Balneário Arroio do Silva (SC)";"221814"
"Balneário Camboriú (SC)";"7357101"
"Balneário Barra do Sul (SC)";"254540"
"Balneário Gaivota (SC)";"216920"
"Bandeirante (SC)";"102204"
"Barra Bonita (SC)";"52278"
"Barra Velha (SC)";"2372107"
"Bela Vista do Toldo (SC)";"196838"
"Belmonte (SC)";"57645"
"Benedito Novo (SC)";"470066"
"Biguaçu (SC)";"2669788"
"Blumenau (SC)";"20576440"
"Bocaina do Sul (SC)";"135891"
"Bombinhas (SC)";"877306"
"Bom Jardim da Serra (SC)";"371641"
"Bom Jesus (SC)";"160196"
"Bom Jesus do Oeste (SC)";"73695"
"Bom Retiro (SC)";"422319"
"Botuverá (SC)";"430570"
"Braço do Norte (SC)";"1744713"
"Braço do Trombudo (SC)";"250118"
"Brunópolis (SC)";"137952"
"Brusque (SC)";"8723259"
"Caçador (SC)";"4702908"
"Caibi (SC)";"316744"
"Calmon (SC)";"97685"
"Camboriú (SC)";"2242100"
"Capão Alto (SC)";"235012"
"Campo Alegre (SC)";"699636"
"Campo Belo do Sul (SC)";"333003"
"Campo Erê (SC)";"437780"
"Campos Novos (SC)";"2610111"
"Canelinha (SC)";"295596"
"Canoinhas (SC)";"2202873"
"Capinzal (SC)";"1070601"
"Capivari de Baixo (SC)";"1348473"
"Catanduvas (SC)";"530828"
"Caxambu do Sul (SC)";"164133"
"Celso Ramos (SC)";"65897"
"Cerro Negro (SC)";"141410"
"Chapadão do Lageado (SC)";"97926"
"Chapecó (SC)";"13693104"
"Cocal do Sul (SC)";"885040"
"Concórdia (SC)";"4559276"
"Cordilheira Alta (SC)";"434564"
"Coronel Freitas (SC)";"381539"
"Coronel Martins (SC)";"57373"
"Corupá (SC)";"797518"
"Correia Pinto (SC)";"591259"
"Criciúma (SC)";"10063805"
"Cunha Porã (SC)";"927504"
"Cunhataí (SC)";"66618"
"Curitibanos (SC)";"1875114"
"Descanso (SC)";"298972"
"Dionísio Cerqueira (SC)";"636238"
"Dona Emma (SC)";"165716"
"Doutor Pedrinho (SC)";"175696"
"Entre Rios (SC)";"61375"
"Ermo (SC)";"176541"
"Erval Velho (SC)";"183128"
"Faxinal dos Guedes (SC)";"758314"
"Flor do Sertão (SC)";"64273"
"Florianópolis (SC)";"23555034"
"Formosa do Sul (SC)";"78629"
"Forquilhinha (SC)";"1224362"
"Fraiburgo (SC)";"1273454"
"Frei Rogério (SC)";"102093"
"Galvão (SC)";"99952"
"Garopaba (SC)";"773131"
"Garuva (SC)";"2033119"
"Gaspar (SC)";"4156791"
"Governador Celso Ramos (SC)";"449622"
"Grão-Pará (SC)";"329139"
"Gravatal (SC)";"387231"
"Guabiruba (SC)";"1262670"
"Guaraciaba (SC)";"454591"
"Guaramirim (SC)";"2514108"
"Guarujá do Sul (SC)";"202542"
"Guatambú (SC)";"354963"
"Herval d'Oeste (SC)";"623924"
"Ibiam (SC)";"75603"
"Ibicaré (SC)";"145406"
"Ibirama (SC)";"599101"
"Içara (SC)";"3521296"
"Ilhota (SC)";"1215153"
"Imaruí (SC)";"252788"
"Imbituba (SC)";"2502431"
"Imbuia (SC)";"260667"
"Indaial (SC)";"3675475"
"Iomerê (SC)";"227766"
"Ipira (SC)";"107120"
"Iporã do Oeste (SC)";"381272"
"Ipuaçu (SC)";"321467"
"Ipumirim (SC)";"465687"
"Iraceminha (SC)";"133794"
"Irani (SC)";"282643"
"Irati (SC)";"56613"
"Irineópolis (SC)";"458947"
"Itá (SC)";"404686"
"Itaiópolis (SC)";"1047601"
"Itajaí (SC)";"47754802"
"Itapema (SC)";"2888726"
"Itapiranga (SC)";"1064726"
"Itapoá (SC)";"1688632"
"Ituporanga (SC)";"1399577"
"Jaborá (SC)";"181338"
"Jacinto Machado (SC)";"529737"
"Jaguaruna (SC)";"851847"
"Jaraguá do Sul (SC)";"12052185"
"Jardinópolis (SC)";"67316"
"Joaçaba (SC)";"2380992"
"Joinville (SC)";"45069864"
"José Boiteux (SC)";"130462"
"Jupiá (SC)";"88232"
"Lacerdópolis (SC)";"137752"
"Lages (SC)";"6576476"
"Laguna (SC)";"1093598"
"Lajeado Grande (SC)";"59651"
"Laurentino (SC)";"444761"
"Lauro Müller (SC)";"418742"
"Lebon Régis (SC)";"416768"
"Leoberto Leal (SC)";"119777"
"Lindóia do Sul (SC)";"151906"
"Lontras (SC)";"466155"
"Luiz Alves (SC)";"792697"
"Luzerna (SC)";"292962"
"Macieira (SC)";"59143"
"Mafra (SC)";"2489951"
"Major Gercino (SC)";"62134"
"Major Vieira (SC)";"300299"
"Maracajá (SC)";"273037"
"Maravilha (SC)";"1793997"
"Marema (SC)";"98097"
"Massaranduba (SC)";"751784"
"Matos Costa (SC)";"62584"
"Meleiro (SC)";"340346"
"Mirim Doce (SC)";"89435"
"Modelo (SC)";"170286"
"Mondaí (SC)";"1089117"
"Monte Carlo (SC)";"233394"
"Monte Castelo (SC)";"237410"
"Morro da Fumaça (SC)";"922021"
"Morro Grande (SC)";"145118"
"Navegantes (SC)";"6142276"
"Nova Erechim (SC)";"247026"
"Nova Itaberaba (SC)";"189424"
"Nova Trento (SC)";"691466"
"Nova Veneza (SC)";"1074495"
"Novo Horizonte (SC)";"119837"
"Orleans (SC)";"1188072"
"Otacílio Costa (SC)";"997982"
"Ouro (SC)";"252604"
"Ouro Verde (SC)";"137259"
"Paial (SC)";"58309"
"Painel (SC)";"84935"
"Palhoça (SC)";"8208640"
"Palma Sola (SC)";"332257"
"Palmeira (SC)";"187888"
"Palmitos (SC)";"913735"
"Papanduva (SC)";"853750"
"Paraíso (SC)";"143288"
"Passo de Torres (SC)";"237289"
"Passos Maia (SC)";"175174"
"Paulo Lopes (SC)";"250013"
"Pedras Grandes (SC)";"243418"
"Penha (SC)";"1036821"
"Peritiba (SC)";"120945"
"Pescaria Brava (SC)";"119429"
"Petrolândia (SC)";"223543"
"Balneário Piçarras (SC)";"1513736"
"Pinhalzinho (SC)";"1514076"
"Pinheiro Preto (SC)";"227240"
"Piratuba (SC)";"801118"
"Planalto Alegre (SC)";"141926"
"Pomerode (SC)";"2806204"
"Ponte Alta (SC)";"175760"
"Ponte Alta do Norte (SC)";"166629"
"Ponte Serrada (SC)";"291031"
"Porto Belo (SC)";"1471880"
"Porto União (SC)";"1149800"
"Pouso Redondo (SC)";"718985"
"Praia Grande (SC)";"223238"
"Presidente Castello Branco (SC)";"75919"
"Presidente Getúlio (SC)";"985009"
"Presidente Nereu (SC)";"62737"
"Princesa (SC)";"135903"
"Quilombo (SC)";"462582"
"Rancho Queimado (SC)";"165728"
"Rio das Antas (SC)";"288065"
"Rio do Campo (SC)";"212919"
"Rio do Oeste (SC)";"276105"
"Rio dos Cedros (SC)";"474936"
"Rio do Sul (SC)";"3689822"
"Rio Fortuna (SC)";"302761"
"Rio Negrinho (SC)";"1614436"
"Rio Rufino (SC)";"70061"
"Riqueza (SC)";"147649"
"Rodeio (SC)";"390008"
"Romelândia (SC)";"111320"
"Salete (SC)";"318139"
"Saltinho (SC)";"93621"
"Salto Veloso (SC)";"266902"
"Sangão (SC)";"466595"
"Santa Cecília (SC)";"661992"
"Santa Helena (SC)";"103604"
"Santa Rosa de Lima (SC)";"72823"
"Santa Rosa do Sul (SC)";"199062"
"Santa Terezinha (SC)";"268973"
"Santa Terezinha do Progresso (SC)";"65114"
"Santiago do Sul (SC)";"48477"
"Santo Amaro da Imperatriz (SC)";"1256347"
"São Bernardino (SC)";"88157"
"São Bento do Sul (SC)";"4697015"
"São Bonifácio (SC)";"112418"
"São Carlos (SC)";"520775"
"São Cristóvão do Sul (SC)";"219792"
"São Domingos (SC)";"449963"
"São Francisco do Sul (SC)";"8516095"
"São João do Oeste (SC)";"353201"
"São João Batista (SC)";"1029641"
"São João do Itaperiú (SC)";"338133"
"São João do Sul (SC)";"282886"
"São Joaquim (SC)";"1133168"
"São José (SC)";"13838193"
"São José do Cedro (SC)";"568132"
"São José do Cerrito (SC)";"318807"
"São Lourenço do Oeste (SC)";"1389396"
"São Ludgero (SC)";"929134"
"São Martinho (SC)";"109250"
"São Miguel da Boa Vista (SC)";"50296"
"São Miguel do Oeste (SC)";"2174143"
"São Pedro de Alcântara (SC)";"101122"
"Saudades (SC)";"527126"
"Schroeder (SC)";"759385"
"Seara (SC)";"1178536"
"Serra Alta (SC)";"118024"
"Siderópolis (SC)";"679481"
"Sombrio (SC)";"910229"
"Sul Brasil (SC)";"83386"
"Taió (SC)";"844581"
"Tangará (SC)";"600820"
"Tigrinhos (SC)";"65548"
"Tijucas (SC)";"2437804"
"Timbé do Sul (SC)";"154862"
"Timbó (SC)";"2534387"
"Timbó Grande (SC)";"303272"
"Três Barras (SC)";"1522652"
"Treviso (SC)";"232220"
"Treze de Maio (SC)";"199700"
"Treze Tílias (SC)";"829463"
"Trombudo Central (SC)";"437924"
"Tubarão (SC)";"4816733"
"Tunápolis (SC)";"182298"
"Turvo (SC)";"737826"
"União do Oeste (SC)";"85123"
"Urubici (SC)";"356265"
"Urupema (SC)";"88451"
"Urussanga (SC)";"1086622"
"Vargeão (SC)";"200991"
"Vargem (SC)";"116140"
"Vargem Bonita (SC)";"539876"
"Vidal Ramos (SC)";"354799"
"Videira (SC)";"3455717"
"Vitor Meireles (SC)";"142269"
"Witmarsum (SC)";"175188"
"Xanxerê (SC)";"2676948"
"Xavantina (SC)";"211868"
"Xaxim (SC)";"1491017"
"Zortéa (SC)";"103643"
"Balneário Rincão (SC)";"294616"
"Aceguá (RS)";"458224"
"Água Santa (RS)";"547412"
"Agudo (RS)";"667873"
"Ajuricaba (RS)";"521059"
"Alecrim (RS)";"162072"
"Alegrete (RS)";"3079871"
"Alegria (RS)";"156622"
"Almirante Tamandaré do Sul (RS)";"276411"
"Alpestre (RS)";"196381"
"Alto Alegre (RS)";"106141"
"Alto Feliz (RS)";"161548"
"Alvorada (RS)";"3302248"
"Amaral Ferrador (RS)";"147632"
"Ametista do Sul (RS)";"177770"
"André da Rocha (RS)";"193089"
"Anta Gorda (RS)";"322292"
"Antônio Prado (RS)";"797510"
"Arambaré (RS)";"285088"
"Araricá (RS)";"236430"
"Aratiba (RS)";"946969"
"Arroio do Meio (RS)";"1536556"
"Arroio do Sal (RS)";"285577"
"Arroio do Padre (RS)";"76784"
"Arroio dos Ratos (RS)";"357345"
"Arroio do Tigre (RS)";"429271"
"Arroio Grande (RS)";"1131508"
"Arvorezinha (RS)";"336246"
"Augusto Pestana (RS)";"504183"
"Áurea (RS)";"163438"
"Bagé (RS)";"3748409"
"Balneário Pinhal (RS)";"312091"
"Barão (RS)";"308101"
"Barão de Cotegipe (RS)";"341672"
"Barão do Triunfo (RS)";"142318"
"Barracão (RS)";"317083"
"Barra do Guarita (RS)";"56811"
"Barra do Quaraí (RS)";"386181"
"Barra do Ribeiro (RS)";"505591"
"Barra do Rio Azul (RS)";"80747"
"Barra Funda (RS)";"165029"
"Barros Cassal (RS)";"244512"
"Benjamin Constant do Sul (RS)";"49313"
"Bento Gonçalves (RS)";"7498499"
"Boa Vista das Missões (RS)";"238521"
"Boa Vista do Buricá (RS)";"326885"
"Boa Vista do Cadeado (RS)";"468750"
"Boa Vista do Incra (RS)";"384172"
"Boa Vista do Sul (RS)";"120127"
"Bom Jesus (RS)";"613622"
"Bom Princípio (RS)";"906593"
"Bom Progresso (RS)";"86279"
"Bom Retiro do Sul (RS)";"403054"
"Boqueirão do Leão (RS)";"150393"
"Bossoroca (RS)";"490597"
"Bozano (RS)";"227409"
"Braga (RS)";"130948"
"Brochier (RS)";"117700"
"Butiá (RS)";"543347"
"Caçapava do Sul (RS)";"1122667"
"Cacequi (RS)";"623085"
"Cachoeira do Sul (RS)";"3542693"
"Cachoeirinha (RS)";"6458476"
"Cacique Doble (RS)";"169235"
"Caibaté (RS)";"264915"
"Caiçara (RS)";"152840"
"Camaquã (RS)";"2723662"
"Camargo (RS)";"520481"
"Cambará do Sul (RS)";"242576"
"Campestre da Serra (RS)";"204702"
