,Cidade,UF,Região,População,Pib
0,ABADIA DE GOIAS,GO,Centro-Oeste,19128.0,19128.0
1,ABADIA DOS DOURADOS,MG,Sudeste,6272.0,6272.0
2,ABADIANIA,GO,Centro-Oeste,17232.0,17232.0
3,ABAETE,MG,Sudeste,22675.0,22675.0
4,ABAIARA,CE,Nordeste,10038.0,10038.0
5,ABAIRA,BA,Nordeste,7301.0,7301.0
6,ABARE,BA,Nordeste,17639.0,17639.0
7,ABATIA,PR,Sul,7241.0,7241.0
8,ABDON BATISTA,SC,Sul,2598.0,2598.0
9,ABEL FIGUEIREDO,PA,Norte,6136.0,6136.0
10,ABELARDO LUZ,SC,Sul,17392.0,17392.0
11,ABRE CAMPO,MG,Sudeste,13927.0,13927.0
12,ABREULANDIA,TO,Norte,2576.0,2576.0
13,ACAIACA,MG,Sudeste,3909.0,3909.0
14,ACARA,PA,Norte,59023.0,59023.0
15,ACARAPE,CE,Nordeste,14027.0,14027.0
16,ACARAU,CE,Nordeste,65264.0,65264.0
17,ACARI,RN,Nordeste,10597.0,10597.0
18,ACAUA,PI,Nordeste,6420.0,6420.0
19,ACEGUA,RS,Sul,4170.0,4170.0
20,ACOPIARA,CE,Nordeste,44962.0,44962.0
21,ACREUNA,GO,Centro-Oeste,21568.0,21568.0
22,ACU,RN,Nordeste,56496.0,56496.0
23,ACUCENA,MG,Sudeste,8943.0,8943.0
24,ADELANDIA,GO,Centro-Oeste,2297.0,2297.0
25,ADUSTINA,BA,Nordeste,14201.0,14201.0
26,AFONSO BEZERRA,RN,Nordeste,10839.0,10839.0
27,AFONSO CUNHA,MA,Nordeste,6144.0,6144.0
28,AFRANIO,PE,Nordeste,18674.0,18674.0
29,AFUA,PA,Norte,37765.0,37765.0
30,AGRICOLANDIA,PI,Nordeste,4940.0,4940.0
31,AGROLANDIA,SC,Sul,10990.0,10990.0
32,AGRONOMICA,SC,Sul,6055.0,6055.0
33,AGUA BRANCA,AL,Nordeste,19008.0,19008.0
34,AGUA BRANCA,PB,Nordeste,9335.0,9335.0
35,AGUA BRANCA,PI,Nordeste,17573.0,17573.0
36,AGUA DOCE,SC,Sul,6508.0,6508.0
37,AGUA DOCE DO MARANHAO,MA,Nordeste,12142.0,12142.0
38,AGUA DOCE DO NORTE,ES,Sudeste,12042.0,12042.0
39,AGUA FRIA,BA,Nordeste,14497.0,14497.0
40,AGUA FRIA DE GOIAS,GO,Centro-Oeste,4954.0,4954.0
41,AGUA LIMPA,GO,Centro-Oeste,1858.0,1858.0
42,AGUA NOVA,RN,Nordeste,2946.0,2946.0
43,AGUA PRETA,PE,Nordeste,26461.0,26461.0
44,AGUA SANTA,RS,Sul,3912.0,3912.0
45,AGUAS BELAS,PE,Nordeste,41548.0,41548.0
46,AGUAS DE CHAPECO,SC,Sul,6036.0,6036.0
47,AGUAS DE LINDOIA,SP,Sudeste,17930.0,17930.0
48,AGUAS FRIAS,SC,Sul,2839.0,2839.0
49,AGUAS MORNAS,SC,Sul,6743.0,6743.0
50,AGUDOS DO SUL,PR,Sul,10233.0,10233.0
51,AGUIA BRANCA,ES,Sudeste,9711.0,9711.0
52,AGUIAR,PB,Nordeste,5003.0,5003.0
53,AGUIARNOPOLIS,TO,Norte,4497.0,4497.0
54,AIQUARA,BA,Nordeste,4447.0,4447.0
55,AIUABA,CE,Nordeste,14076.0,14076.0
56,AIURUOCA,MG,Sudeste,6233.0,6233.0
57,AJURICABA,RS,Sul,6720.0,6720.0
58,ALAGOA,MG,Sudeste,2749.0,2749.0
59,ALAGOA GRANDE,PB,Nordeste,26062.0,26062.0
60,ALAGOA NOVA,PB,Nordeste,21013.0,21013.0
61,ALAGOINHA,PB,Nordeste,13725.0,13725.0
62,ALAGOINHA,PE,Nordeste,13542.0,13542.0
63,ALAGOINHA DO PIAUI,PI,Nordeste,6819.0,6819.0
64,ALAMBARI,SP,Sudeste,6141.0,6141.0
65,ALBERTINA,MG,Sudeste,2952.0,2952.0
66,ALCANTARA,MA,Nordeste,18467.0,18467.0
67,ALCANTARAS,CE,Nordeste,11369.0,11369.0
68,ALCANTIL,PB,Nordeste,5578.0,5578.0
69,ALDEIAS ALTAS,MA,Nordeste,23286.0,23286.0
70,ALECRIM,RS,Sul,6123.0,6123.0
71,ALEGRE,ES,Sudeste,29177.0,29177.0
72,ALEGRETE DO PIAUI,PI,Nordeste,4634.0,4634.0
73,ALEGRIA,RS,Sul,3651.0,3651.0
74,ALEM PARAIBA,MG,Sudeste,30717.0,30717.0
75,ALENQUER,PA,Norte,69377.0,69377.0
76,ALEXANDRIA,RN,Nordeste,13640.0,13640.0
77,ALEXANIA,GO,Centro-Oeste,27008.0,27008.0
78,ALFREDO MARCONDES,SP,Sudeste,4445.0,4445.0
79,ALFREDO VASCONCELOS,MG,Sudeste,6931.0,6931.0
80,ALFREDO WAGNER,SC,Sul,10481.0,10481.0
81,ALGODAO DE JANDAIRA,PB,Nordeste,2953.0,2953.0
82,ALHANDRA,PB,Nordeste,21730.0,21730.0
83,ALIANCA DO TOCANTINS,TO,Norte,5147.0,5147.0
84,ALMADINA,BA,Nordeste,5218.0,5218.0
85,ALMEIRIM,PA,Norte,34280.0,34280.0
86,ALMENARA,MG,Sudeste,40364.0,40364.0
87,ALMINO AFONSO,RN,Nordeste,4687.0,4687.0
88,ALMIRANTE TAMANDARE DO SUL,RS,Sul,1969.0,1969.0
89,ALOANDIA,GO,Centro-Oeste,1973.0,1973.0
90,ALPESTRE,RS,Sul,7117.0,7117.0
91,ALTAMIRA DO MARANHAO,MA,Nordeste,6447.0,6447.0
92,ALTAMIRA DO PARANA,PR,Sul,3590.0,3590.0
93,ALTANEIRA,CE,Nordeste,6782.0,6782.0
94,ALTO ALEGRE,RR,Norte,21096.0,21096.0
95,ALTO ALEGRE,RS,Sul,1800.0,1800.0
96,ALTO ALEGRE DO MARANHAO,MA,Nordeste,24048.0,24048.0
97,ALTO ALEGRE DO PINDARE,MA,Nordeste,25710.0,25710.0
98,ALTO BELA VISTA,SC,Sul,1856.0,1856.0
99,ALTO CAPARAO,MG,Sudeste,5795.0,5795.0
100,ALTO DO RODRIGUES,RN,Nordeste,12484.0,12484.0
101,ALTO JEQUITIBA,MG,Sudeste,8397.0,8397.0
102,ALTO LONGA,PI,Nordeste,13479.0,13479.0
103,ALTO PARAISO,PR,Sul,3055.0,3055.0
104,ALTO PARAISO DE GOIAS,GO,Centro-Oeste,10306.0,10306.0
105,ALTO PARNAIBA,MA,Nordeste,11109.0,11109.0
106,ALTO PIQUIRI,PR,Sul,9727.0,9727.0
107,ALTO RIO DOCE,MG,Sudeste,10891.0,10891.0
108,ALTO RIO NOVO,ES,Sudeste,7434.0,7434.0
109,ALTO SANTO,CE,Nordeste,14155.0,14155.0
110,ALTONIA,PR,Sul,18742.0,18742.0
111,ALTOS,PI,Nordeste,47453.0,47453.0
112,ALVARAES,AM,Norte,15866.0,15866.0
113,ALVARENGA,MG,Sudeste,3975.0,3975.0
114,ALVARES MACHADO,SP,Sudeste,27255.0,27255.0
115,ALVARO DE CARVALHO,SP,Sudeste,4808.0,4808.0
116,ALVINOPOLIS,MG,Sudeste,15059.0,15059.0
117,ALVORADA,TO,Norte,8802.0,8802.0
118,ALVORADA DE MINAS,MG,Sudeste,4159.0,4159.0
119,ALVORADA DO GURGUEIA,PI,Nordeste,5322.0,5322.0
120,ALVORADA DO NORTE,GO,Centro-Oeste,8446.0,8446.0
121,AMAJARI,RR,Norte,13927.0,13927.0
122,AMAPA,AP,Norte,7943.0,7943.0
123,AMAPA DO MARANHAO,MA,Nordeste,7170.0,7170.0
124,AMARAL FERRADOR,RS,Sul,5310.0,5310.0
125,AMARANTE,PI,Nordeste,17234.0,17234.0
126,AMATURA,AM,Norte,10819.0,10819.0
127,AMERICA DOURADA,BA,Nordeste,15137.0,15137.0
128,AMERICO DE CAMPOS,SP,Sudeste,5870.0,5870.0
129,AMONTADA,CE,Nordeste,42156.0,42156.0
130,AMORINOPOLIS,GO,Centro-Oeste,3007.0,3007.0
131,AMPARO,PB,Nordeste,2234.0,2234.0
132,AMPARO DO SAO FRANCISCO,SE,Nordeste,2170.0,2170.0
133,AMPARO DO SERRA,MG,Sudeste,4541.0,4541.0
134,AMPERE,PR,Sul,19620.0,19620.0
135,ANAHY,PR,Sul,2918.0,2918.0
136,ANAJAS,PA,Norte,28011.0,28011.0
137,ANAJATUBA,MA,Nordeste,25322.0,25322.0
138,ANAMA,AM,Norte,9962.0,9962.0
139,ANANAS,TO,Norte,10325.0,10325.0
140,ANAPU,PA,Norte,31850.0,31850.0
141,ANASTACIO,MS,Centro-Oeste,24114.0,24114.0
142,ANCHIETA,SC,Sul,5943.0,5943.0
143,ANDIRA,PR,Sul,19878.0,19878.0
144,ANDRE DA ROCHA,RS,Sul,1135.0,1135.0
145,ANDRELANDIA,MG,Sudeste,11927.0,11927.0
146,ANGELANDIA,MG,Sudeste,7718.0,7718.0
147,ANGELICA,MS,Centro-Oeste,10729.0,10729.0
148,ANGELIM,PE,Nordeste,10241.0,10241.0
149,ANGELINA,SC,Sul,5358.0,5358.0
150,ANGICAL DO PIAUI,PI,Nordeste,6827.0,6827.0
151,ANGICO,TO,Norte,2876.0,2876.0
152,ANGICOS,RN,Nordeste,11632.0,11632.0
153,ANGULO,PR,Sul,3235.0,3235.0
154,ANHUMAS,SP,Sudeste,4023.0,4023.0
155,ANICUNS,GO,Centro-Oeste,18503.0,18503.0
156,ANISIO DE ABREU,PI,Nordeste,9407.0,9407.0
157,ANITAPOLIS,SC,Sul,3593.0,3593.0
158,ANORI,AM,Norte,17194.0,17194.0
159,ANTA GORDA,RS,Sul,5957.0,5957.0
160,ANTONINA DO NORTE,CE,Nordeste,7245.0,7245.0
161,ANTONIO ALMEIDA,PI,Nordeste,3152.0,3152.0
162,ANTONIO CARLOS,MG,Sudeste,11095.0,11095.0
163,ANTONIO CARLOS,SC,Sul,11224.0,11224.0
164,ANTONIO DIAS,MG,Sudeste,9219.0,9219.0
165,ANTONIO GONCALVES,BA,Nordeste,10862.0,10862.0
166,ANTONIO JOAO,MS,Centro-Oeste,9303.0,9303.0
167,ANTONIO MARTINS,RN,Nordeste,6577.0,6577.0
168,ANTONIO OLINTO,PR,Sul,7018.0,7018.0
169,ANTONIO PRADO,RS,Sul,13045.0,13045.0
170,ANTONIO PRADO DE MINAS,MG,Sudeste,1538.0,1538.0
171,APARECIDA,PB,Nordeste,7960.0,7960.0
172,APARECIDA DO RIO DOCE,GO,Centro-Oeste,2907.0,2907.0
173,APARECIDA DO RIO NEGRO,TO,Norte,4856.0,4856.0
174,APIACA,ES,Sudeste,7223.0,7223.0
175,APIACAS,MT,Centro-Oeste,8590.0,8590.0
176,APIAI,SP,Sudeste,24585.0,24585.0
177,APICUM,ACU - MA,Desconhecido,17519.0,17519.0
178,APIUNA,SC,Sul,9811.0,9811.0
179,APODI,RN,Nordeste,36093.0,36093.0
180,APUAREMA,BA,Nordeste,6913.0,6913.0
181,APUI,AM,Norte,20647.0,20647.0
182,APUIARES,CE,Nordeste,12928.0,12928.0
183,ARABUTA,SC,Sul,4378.0,4378.0
184,ARACAGI,PB,Nordeste,16646.0,16646.0
185,ARACAI,MG,Sudeste,2181.0,2181.0
186,ARACATI,CE,Nordeste,75113.0,75113.0
187,ARACITABA,MG,Sudeste,2049.0,2049.0
188,ARACOIABA,CE,Nordeste,25553.0,25553.0
189,ARACOIABA,PE,Nordeste,19243.0,19243.0
190,ARACU,GO,Centro-Oeste,3799.0,3799.0
191,ARACUAI,MG,Sudeste,34297.0,34297.0
192,ARAGOMINAS,TO,Norte,5290.0,5290.0
193,ARAGUACU,TO,Norte,8133.0,8133.0
194,ARAGUAIANA,MT,Centro-Oeste,3795.0,3795.0
195,ARAGUAINHA,MT,Centro-Oeste,1010.0,1010.0
196,ARAGUANA,MA,Nordeste,11181.0,11181.0
197,ARAGUANA,TO,Norte,4310.0,4310.0
198,ARAGUAPAZ,GO,Centro-Oeste,7153.0,7153.0
199,ARAIOSES,MA,Nordeste,39052.0,39052.0
200,ARAMARI,BA,Nordeste,9833.0,9833.0
201,ARAMBARE,RS,Sul,4112.0,4112.0
202,ARAME,MA,Nordeste,25517.0,25517.0
203,ARANTINA,MG,Sudeste,2915.0,2915.0
204,ARAPEI,SP,Sudeste,2330.0,2330.0
205,ARAPOEMA,TO,Norte,5550.0,5550.0
206,ARAPONGA,MG,Sudeste,8048.0,8048.0
207,ARAPOTI,PR,Sul,25777.0,25777.0
208,ARAPUA,MG,Sudeste,2631.0,2631.0
209,ARAPUA,PR,Sul,3527.0,3527.0
210,ARAQUARI,SC,Sul,45283.0,45283.0
211,ARARA,PB,Nordeste,12212.0,12212.0
212,ARARENDA,CE,Nordeste,11096.0,11096.0
213,ARARI,MA,Nordeste,29472.0,29472.0
214,ARARIPE,CE,Nordeste,19783.0,19783.0
215,ARARIPINA,PE,Nordeste,85088.0,85088.0
216,ARARUNA,PB,Nordeste,17189.0,17189.0
217,ARATACA,BA,Nordeste,10191.0,10191.0
218,ARATUBA,CE,Nordeste,11224.0,11224.0
219,ARATUIPE,BA,Nordeste,8677.0,8677.0
220,ARAUA,SE,Nordeste,10318.0,10318.0
221,ARAUJOS,MG,Sudeste,9199.0,9199.0
222,ARCEBURGO,MG,Sudeste,9177.0,9177.0
223,ARCO,IRIS - SP,Desconhecido,2044.0,2044.0
224,AREAL,RJ,Sudeste,11828.0,11828.0
225,AREIA,PB,Nordeste,22633.0,22633.0
226,AREIA BRANCA,RN,Nordeste,24093.0,24093.0
227,AREIA BRANCA,SE,Nordeste,18081.0,18081.0
228,AREIA DE BARAUNAS,PB,Nordeste,2005.0,2005.0
229,AREIAL,PB,Nordeste,7128.0,7128.0
230,AREIAS,SP,Sudeste,3577.0,3577.0
231,ARENOPOLIS,GO,Centro-Oeste,2946.0,2946.0
232,ARES,RN,Nordeste,13251.0,13251.0
233,ARGIRITA,MG,Sudeste,2688.0,2688.0
234,ARICANDUVA,MG,Sudeste,4719.0,4719.0
235,ARIRANHA DO IVAI,PR,Sul,2329.0,2329.0
236,ARMAZEM,SC,Sul,8834.0,8834.0
237,ARNEIROZ,CE,Nordeste,7429.0,7429.0
238,AROEIRAS,PB,Nordeste,18705.0,18705.0
239,AROEIRAS DO ITAIM,PI,Nordeste,2690.0,2690.0
240,ARRAIAL,PI,Nordeste,4520.0,4520.0
241,ARRAIAS,TO,Norte,10287.0,10287.0
242,ARROIO DO PADRE,RS,Sul,2599.0,2599.0
243,ARROIO DO TIGRE,RS,Sul,12058.0,12058.0
244,ARROIO TRINTA,SC,Sul,3556.0,3556.0
245,ARVOREDO,SC,Sul,2510.0,2510.0
246,ARVOREZINHA,RS,Sul,10322.0,10322.0
247,ASCURRA,SC,Sul,8319.0,8319.0
248,ASPASIA,SP,Sudeste,1842.0,1842.0
249,ASSAI,PR,Sul,13797.0,13797.0
250,ASSARE,CE,Nordeste,21697.0,21697.0
251,ASSIS BRASIL,AC,Norte,8100.0,8100.0
252,ASSUNCAO,PB,Nordeste,4152.0,4152.0
253,ASSUNCAO DO PIAUI,PI,Nordeste,7452.0,7452.0
254,ASTOLFO DUTRA,MG,Sudeste,14138.0,14138.0
255,ATALAIA,AL,Nordeste,37512.0,37512.0
256,ATALAIA,PR,Sul,3980.0,3980.0
257,ATALAIA DO NORTE,AM,Norte,15314.0,15314.0
258,ATALANTA,SC,Sul,3227.0,3227.0
259,ATILIO VIVACQUA,ES,Sudeste,10540.0,10540.0
260,AUGUSTINOPOLIS,TO,Norte,17484.0,17484.0
261,AUGUSTO CORREA,PA,Norte,44573.0,44573.0
262,AUGUSTO DE LIMA,MG,Sudeste,4538.0,4538.0
263,AUGUSTO PESTANA,RS,Sul,7149.0,7149.0
264,AUREA,RS,Sul,3396.0,3396.0
265,AURILANDIA,GO,Centro-Oeste,3284.0,3284.0
266,AURORA,CE,Nordeste,23714.0,23714.0
267,AURORA,SC,Sul,6780.0,6780.0
268,AUTAZES,AM,Norte,41564.0,41564.0
269,AVEIRO,PA,Norte,18290.0,18290.0
270,AXIXA,MA,Nordeste,11790.0,11790.0
271,BABACULANDIA,TO,Norte,7880.0,7880.0
272,BACURI,MA,Nordeste,16290.0,16290.0
273,BACURITUBA,MA,Nordeste,5252.0,5252.0
274,BAGRE,PA,Norte,31892.0,31892.0
275,BAIA DA TRAICAO,PB,Nordeste,9224.0,9224.0
276,BAIA FORMOSA,RN,Nordeste,8825.0,8825.0
277,BAIANOPOLIS,BA,Nordeste,13614.0,13614.0
278,BAIAO,PA,Norte,51641.0,51641.0
279,BAIXA GRANDE,BA,Nordeste,18220.0,18220.0
280,BAIXIO,CE,Nordeste,5704.0,5704.0
281,BALDIM,MG,Sudeste,7492.0,7492.0
282,BALNEARIO BARRA DO SUL,SC,Sul,14912.0,14912.0
283,BALNEARIO GAIVOTA,SC,Sul,15669.0,15669.0
284,BALNEARIO RINCAO,SC,Sul,15981.0,15981.0
285,BALSA NOVA,PR,Sul,13395.0,13395.0
286,BANABUIU,CE,Nordeste,17195.0,17195.0
287,BANANAL,SP,Sudeste,9969.0,9969.0
288,BANANEIRAS,PB,Nordeste,23134.0,23134.0
289,BANDEIRA,MG,Sudeste,4741.0,4741.0
290,BANDEIRANTE,SC,Sul,3144.0,3144.0
291,BANDEIRANTES DO TOCANTINS,TO,Norte,3407.0,3407.0
292,BARAO DE ANTONINA,SP,Sudeste,3531.0,3531.0
293,BARAO DE COCAIS,MG,Sudeste,30778.0,30778.0
294,BARAO DE COTEGIPE,RS,Sul,7144.0,7144.0
295,BARAO DE MELGACO,MT,Centro-Oeste,7253.0,7253.0
296,BARAO DE MONTE ALTO,MG,Sudeste,4964.0,4964.0
297,BARAO DO TRIUNFO,RS,Sul,5889.0,5889.0
298,BARAUNA,PB,Nordeste,4762.0,4762.0
299,BARAUNA,RN,Nordeste,26913.0,26913.0
300,BARBACENA,MG,Sudeste,125317.0,125317.0
301,BARBOSA FERRAZ,PR,Sul,10795.0,10795.0
302,BARCELONA,RN,Nordeste,3986.0,3986.0
303,BARCELOS,AM,Norte,18834.0,18834.0
304,BARRA,BA,Nordeste,51092.0,51092.0
305,BARRA BONITA,SC,Sul,1668.0,1668.0
306,BARRA DA ESTIVA,BA,Nordeste,26026.0,26026.0
307,BARRA DE GUABIRABA,PE,Nordeste,12263.0,12263.0
308,BARRA DE SANTA ROSA,PB,Nordeste,12904.0,12904.0
309,BARRA DE SANTO ANTONIO,AL,Nordeste,16365.0,16365.0
310,BARRA DE SAO MIGUEL,PB,Nordeste,5906.0,5906.0
311,BARRA DO CHAPEU,SP,Sudeste,5179.0,5179.0
312,BARRA DO GUARITA,RS,Sul,3161.0,3161.0
313,BARRA DO JACARE,PR,Sul,2814.0,2814.0
314,BARRA DO MENDES,BA,Nordeste,13836.0,13836.0
315,BARRA DO OURO,TO,Norte,4476.0,4476.0
316,BARRA DO QUARAI,RS,Sul,4241.0,4241.0
317,BARRA DO RIBEIRO,RS,Sul,12225.0,12225.0
318,BARRA DO RIO AZUL,RS,Sul,1696.0,1696.0
319,BARRA DO ROCHA,BA,Nordeste,5775.0,5775.0
320,BARRA DO TURVO,SP,Sudeste,6876.0,6876.0
321,BARRA FUNDA,RS,Sul,2498.0,2498.0
322,BARRA LONGA,MG,Sudeste,5666.0,5666.0
323,BARRA VELHA,SC,Sul,45369.0,45369.0
324,BARRACAO,PR,Sul,9759.0,9759.0
325,BARRAS,PI,Nordeste,47938.0,47938.0
326,BARREIRA,CE,Nordeste,22392.0,22392.0
327,BARREIRINHA,AM,Norte,31051.0,31051.0
328,BARREIROS,PE,Nordeste,40121.0,40121.0
329,BARRO,CE,Nordeste,19381.0,19381.0
330,BARRO ALTO,GO,Centro-Oeste,10371.0,10371.0
331,BARRO DURO,PI,Nordeste,6640.0,6640.0
332,BARROCAS,BA,Nordeste,15203.0,15203.0
333,BARROQUINHA,CE,Nordeste,14567.0,14567.0
334,BARROS CASSAL,RS,Sul,9296.0,9296.0
335,BARROSO,MG,Sudeste,20080.0,20080.0
336,BATALHA,PI,Nordeste,26300.0,26300.0
337,BATURITE,CE,Nordeste,35218.0,35218.0
338,BELA CRUZ,CE,Nordeste,32775.0,32775.0
339,BELA VISTA,MS,Centro-Oeste,21613.0,21613.0
340,BELA VISTA DA CAROBA,PR,Sul,4031.0,4031.0
341,BELA VISTA DE GOIAS,GO,Centro-Oeste,34445.0,34445.0
342,BELA VISTA DE MINAS,MG,Sudeste,10167.0,10167.0
343,BELA VISTA DO MARANHAO,MA,Nordeste,11750.0,11750.0
344,BELA VISTA DO PIAUI,PI,Nordeste,4091.0,4091.0
345,BELA VISTA DO TOLDO,SC,Sul,5872.0,5872.0
346,BELAGUA,MA,Nordeste,8460.0,8460.0
347,BELEM,AL,Nordeste,4722.0,4722.0
348,BELEM,PB,Nordeste,16401.0,16401.0
349,BELEM DO BREJO DO CRUZ,PB,Nordeste,6268.0,6268.0
350,BELEM DO PIAUI,PI,Nordeste,3423.0,3423.0
351,BELEM DO SAO FRANCISCO,PE,Nordeste,18301.0,18301.0
352,BELMIRO BRAGA,MG,Sudeste,3244.0,3244.0
353,BELMONTE,SC,Sul,2658.0,2658.0
354,BELO VALE,MG,Sudeste,8627.0,8627.0
355,BENEDITINOS,PI,Nordeste,9929.0,9929.0
356,BENEDITO LEITE,MA,Nordeste,5469.0,5469.0
357,BENEDITO NOVO,SC,Sul,10520.0,10520.0
358,BENJAMIN CONSTANT,AM,Norte,37648.0,37648.0
359,BENJAMIN CONSTANT DO SUL,RS,Sul,2082.0,2082.0
360,BENTO DE ABREU,SP,Sudeste,2606.0,2606.0
361,BENTO FERNANDES,RN,Nordeste,4807.0,4807.0
362,BEQUIMAO,MA,Nordeste,19584.0,19584.0
363,BERILO,MG,Sudeste,9826.0,9826.0
364,BERIZAL,MG,Sudeste,4201.0,4201.0
365,BERNARDINO BATISTA,PB,Nordeste,3504.0,3504.0
366,BERNARDINO DE CAMPOS,SP,Sudeste,11607.0,11607.0
367,BERNARDO DO MEARIM,MA,Nordeste,5840.0,5840.0
368,BERNARDO SAYAO,TO,Norte,4229.0,4229.0
369,BERTOLINIA,PI,Nordeste,5562.0,5562.0
370,BERTOPOLIS,MG,Sudeste,4451.0,4451.0
371,BERURI,AM,Norte,20718.0,20718.0
372,BETANIA,PE,Nordeste,11232.0,11232.0
373,BETANIA DO PIAUI,PI,Nordeste,6220.0,6220.0
374,BIAS FORTES,MG,Sudeste,3361.0,3361.0
375,BICAS,MG,Sudeste,13978.0,13978.0
376,BILAC,SP,Sudeste,7319.0,7319.0
377,BIQUINHAS,MG,Sudeste,2383.0,2383.0
378,BIRITIBA MIRIM,SP,Sudeste,29683.0,29683.0
379,BITURUNA,PR,Sul,15533.0,15533.0
380,BOA ESPERANCA,MG,Sudeste,39848.0,39848.0
381,BOA ESPERANCA DO IGUACU,PR,Sul,2455.0,2455.0
382,BOA HORA,PI,Nordeste,6902.0,6902.0
383,BOA VENTURA,PB,Nordeste,5207.0,5207.0
384,BOA VISTA,PB,Nordeste,6377.0,6377.0
385,BOA VISTA DA APARECIDA,PR,Sul,7924.0,7924.0
386,BOA VISTA DAS MISSOES,RS,Sul,1933.0,1933.0
387,BOA VISTA DO BURICA,RS,Sul,6966.0,6966.0
388,BOA VISTA DO CADEADO,RS,Sul,2229.0,2229.0
389,BOA VISTA DO GURUPI,MA,Nordeste,7574.0,7574.0
390,BOA VISTA DO INCRA,RS,Sul,2271.0,2271.0
391,BOA VISTA DO RAMOS,AM,Norte,23785.0,23785.0
392,BOA VISTA DO SUL,RS,Sul,2779.0,2779.0
393,BOA VISTA DO TUPIM,BA,Nordeste,16873.0,16873.0
394,BOCAINA,PI,Nordeste,4078.0,4078.0
395,BOCAINA,SP,Sudeste,11259.0,11259.0
396,BOCAIUVA DO SUL,PR,Sul,13299.0,13299.0
397,BODO,RN,Nordeste,2306.0,2306.0
398,BODOCO,PE,Nordeste,34478.0,34478.0
399,BODOQUENA,MS,Centro-Oeste,8567.0,8567.0
400,BOM DESPACHO,MG,Sudeste,51737.0,51737.0
401,BOM JARDIM,MA,Nordeste,33100.0,33100.0
402,BOM JARDIM,RJ,Sudeste,28102.0,28102.0
403,BOM JARDIM DA SERRA,SC,Sul,4026.0,4026.0
404,BOM JARDIM DE MINAS,MG,Sudeste,6783.0,6783.0
405,BOM JESUS,PB,Nordeste,2286.0,2286.0
406,BOM JESUS,RN,Nordeste,9952.0,9952.0
407,BOM JESUS,SC,Sul,2777.0,2777.0
408,BOM JESUS DA PENHA,MG,Sudeste,4474.0,4474.0
409,BOM JESUS DO AMPARO,MG,Sudeste,5631.0,5631.0
410,BOM JESUS DO GALHO,MG,Sudeste,14536.0,14536.0
411,BOM JESUS DO ITABAPOANA,RJ,Sudeste,35173.0,35173.0
412,BOM JESUS DO NORTE,ES,Sudeste,10254.0,10254.0
413,BOM JESUS DO OESTE,SC,Sul,2187.0,2187.0
414,BOM JESUS DO SUL,PR,Sul,3980.0,3980.0
415,BOM JESUS DO TOCANTINS,TO,Norte,4038.0,4038.0
416,BOM LUGAR,MA,Nordeste,12212.0,12212.0
417,BOM PRINCIPIO DO PIAUI,PI,Nordeste,5636.0,5636.0
418,BOM PROGRESSO,RS,Sul,2096.0,2096.0
419,BOM SUCESSO,MG,Sudeste,17151.0,17151.0
420,BOM SUCESSO,PB,Nordeste,4661.0,4661.0
421,BOM SUCESSO DE ITARARE,SP,Sudeste,3555.0,3555.0
422,BOM SUCESSO DO SUL,PR,Sul,3202.0,3202.0
423,BONFIM,MG,Sudeste,7434.0,7434.0
424,BONFIM,RR,Norte,13923.0,13923.0
425,BONFINOPOLIS,GO,Centro-Oeste,10296.0,10296.0
426,BONITO,BA,Nordeste,15844.0,15844.0
427,BONITO DE MINAS,MG,Sudeste,10204.0,10204.0
428,BONITO DE SANTA FE,PB,Nordeste,10252.0,10252.0
429,BONOPOLIS,GO,Centro-Oeste,3299.0,3299.0
430,BOQUEIRAO DO LEAO,RS,Sul,6247.0,6247.0
431,BOQUEIRAO DO PIAUI,PI,Nordeste,6545.0,6545.0
432,BOQUIRA,BA,Nordeste,19322.0,19322.0
433,BORACEIA,SP,Sudeste,4715.0,4715.0
434,BORBA,AM,Norte,33080.0,33080.0
435,BORBOREMA,PB,Nordeste,4214.0,4214.0
436,BORDA DA MATA,MG,Sudeste,17404.0,17404.0
437,BOREBI,SP,Sudeste,2713.0,2713.0
438,BOSSOROCA,RS,Sul,5890.0,5890.0
439,BOTUMIRIM,MG,Sudeste,5790.0,5790.0
440,BOTUVERA,SC,Sul,5363.0,5363.0
441,BOZANO,RS,Sul,2151.0,2151.0
442,BRACO DO NORTE,SC,Sul,33773.0,33773.0
443,BRACO DO TROMBUDO,SC,Sul,4026.0,4026.0
444,BRAGA,RS,Sul,3268.0,3268.0
445,BRAGANEY,PR,Sul,4854.0,4854.0
446,BRAS PIRES,MG,Sudeste,4260.0,4260.0
447,BRASIL NOVO,PA,Norte,24718.0,24718.0
448,BRASILANDIA DE MINAS,MG,Sudeste,15020.0,15020.0
449,BRASILANDIA DO SUL,PR,Sul,3708.0,3708.0
450,BRASILEIA,AC,Norte,26000.0,26000.0
451,BRASILEIRA,PI,Nordeste,8436.0,8436.0
452,BRASILIA DE MINAS,MG,Sudeste,32025.0,32025.0
453,BRAUNA,SP,Sudeste,5356.0,5356.0
454,BRAUNAS,MG,Sudeste,4441.0,4441.0
455,BRAZABRANTES,GO,Centro-Oeste,3992.0,3992.0
456,BRAZOPOLIS,MG,Sudeste,14246.0,14246.0
457,BREJAO,PE,Nordeste,9079.0,9079.0
458,BREJETUBA,ES,Sudeste,12985.0,12985.0
459,BREJINHO,PE,Nordeste,7720.0,7720.0
